loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_accuracy,eval_precision,eval_recall,eval_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0.1794,0.7737699151039124,5.819607843137255e-06,1.4293276866066702,2700,,,,,,,,,,,,,
0.1782,29.535106658935547,5.721568627450981e-06,1.455796717840127,2750,,,,,,,,,,,,,
0.1844,24.237415313720703,5.623529411764707e-06,1.482265749073584,2800,,,,,,,,,,,,,
0.2005,15.464966773986816,5.525490196078431e-06,1.5087347803070408,2850,,,,,,,,,,,,,
0.1221,23.592782974243164,5.427450980392157e-06,1.5352038115404976,2900,,,,,,,,,,,,,
0.1667,0.08050964027643204,5.329411764705883e-06,1.5616728427739544,2950,,,,,,,,,,,,,
0.1468,23.432994842529297,5.231372549019609e-06,1.5881418740074114,3000,,,,,,,,,,,,,
0.188,11.117668151855469,5.133333333333334e-06,1.6146109052408681,3050,,,,,,,,,,,,,
0.1655,2.7777132987976074,5.035294117647059e-06,1.6410799364743252,3100,,,,,,,,,,,,,
0.1599,0.2138737589120865,4.937254901960784e-06,1.667548967707782,3150,,,,,,,,,,,,,
0.2355,15.23194408416748,4.83921568627451e-06,1.6940179989412387,3200,,,,,,,,,,,,,
0.1524,59.51961135864258,4.741176470588236e-06,1.7204870301746955,3250,,,,,,,,,,,,,
0.1817,1.241141676902771,4.643137254901961e-06,1.7469560614081525,3300,,,,,,,,,,,,,
0.2107,28.891916275024414,4.545098039215687e-06,1.7734250926416093,3350,,,,,,,,,,,,,
0.1625,432.52667236328125,4.447058823529412e-06,1.7998941238750663,3400,,,,,,,,,,,,,
0.145,57.7309455871582,4.349019607843137e-06,1.826363155108523,3450,,,,,,,,,,,,,
0.1906,0.5588383674621582,4.250980392156863e-06,1.8528321863419799,3500,,,,,,,,,,,,,
0.1866,0.31054797768592834,4.152941176470589e-06,1.8793012175754367,3550,,,,,,,,,,,,,
0.1223,74.01727294921875,4.054901960784315e-06,1.9057702488088935,3600,,,,,,,,,,,,,
0.2469,74.7041015625,3.95686274509804e-06,1.9322392800423505,3650,,,,,,,,,,,,,
0.1952,41.34581756591797,3.858823529411765e-06,1.9587083112758075,3700,,,,,,,,,,,,,
0.1302,27.34783935546875,3.7607843137254907e-06,1.9851773425092643,3750,,,,,,,,,,,,,
,,,2.0,3778,0.4712076187133789,0.8868127147766323,0.8860010748772135,0.8855892714785176,0.8857880952929538,8.7914,529.607,33.1,,,,,
0.1498,1.0131845474243164,3.662745098039216e-06,2.011646373742721,3800,,,,,,,,,,,,,
0.1124,2.0416646003723145,3.564705882352941e-06,2.038115404976178,3850,,,,,,,,,,,,,
0.1049,0.05267709866166115,3.4666666666666672e-06,2.0645844362096346,3900,,,,,,,,,,,,,
0.065,56.49365234375,3.3686274509803924e-06,2.0910534674430914,3950,,,,,,,,,,,,,
0.1206,67.0772705078125,3.270588235294118e-06,2.1175224986765486,4000,,,,,,,,,,,,,
0.0856,0.212755024433136,3.1725490196078433e-06,2.1439915299100054,4050,,,,,,,,,,,,,
0.117,87.4974594116211,3.074509803921569e-06,2.170460561143462,4100,,,,,,,,,,,,,
0.0749,185.46009826660156,2.9764705882352946e-06,2.196929592376919,4150,,,,,,,,,,,,,
0.0674,0.049595870077610016,2.8784313725490198e-06,2.2233986236103758,4200,,,,,,,,,,,,,
0.1004,175.5153045654297,2.780392156862745e-06,2.2498676548438326,4250,,,,,,,,,,,,,
0.0648,21.175888061523438,2.682352941176471e-06,2.27633668607729,4300,,,,,,,,,,,,,
0.1437,7.5327534675598145,2.5843137254901963e-06,2.3028057173107466,4350,,,,,,,,,,,,,
0.1214,0.09097063541412354,2.486274509803922e-06,2.3292747485442034,4400,,,,,,,,,,,,,
0.0973,0.046817854046821594,2.388235294117647e-06,2.35574377977766,4450,,,,,,,,,,,,,
0.0852,112.06561279296875,2.2901960784313728e-06,2.382212811011117,4500,,,,,,,,,,,,,
0.1194,124.50745391845703,2.192156862745098e-06,2.4086818422445737,4550,,,,,,,,,,,,,
0.1081,50.02323532104492,2.0941176470588236e-06,2.4351508734780305,4600,,,,,,,,,,,,,
0.0994,0.2604670524597168,1.9960784313725493e-06,2.4616199047114877,4650,,,,,,,,,,,,,
0.1479,0.3931939899921417,1.8980392156862745e-06,2.4880889359449445,4700,,,,,,,,,,,,,
0.0792,1.733872652053833,1.8000000000000001e-06,2.5145579671784013,4750,,,,,,,,,,,,,
0.0844,2.9200708866119385,1.7019607843137256e-06,2.541026998411858,4800,,,,,,,,,,,,,
0.1228,0.09018275141716003,1.6039215686274512e-06,2.567496029645315,4850,,,,,,,,,,,,,
0.1016,94.08919525146484,1.5058823529411764e-06,2.593965060878772,4900,,,,,,,,,,,,,
0.0808,0.0867837592959404,1.407843137254902e-06,2.6204340921122284,4950,,,,,,,,,,,,,
0.0889,0.12569402158260345,1.3098039215686275e-06,2.6469031233456857,5000,,,,,,,,,,,,,
0.0952,0.06308796256780624,1.211764705882353e-06,2.6733721545791425,5050,,,,,,,,,,,,,
0.0726,0.09952477365732193,1.1137254901960786e-06,2.6998411858125992,5100,,,,,,,,,,,,,
0.0739,25.806367874145508,1.015686274509804e-06,2.726310217046056,5150,,,,,,,,,,,,,
0.1325,0.1355329304933548,9.176470588235295e-07,2.752779248279513,5200,,,,,,,,,,,,,
0.0466,140.7169647216797,8.196078431372549e-07,2.77924827951297,5250,,,,,,,,,,,,,
0.0667,3.5011041164398193,7.215686274509805e-07,2.805717310746427,5300,,,,,,,,,,,,,
0.1083,0.038989823311567307,6.235294117647059e-07,2.8321863419798836,5350,,,,,,,,,,,,,
0.0635,5.380399227142334,5.254901960784314e-07,2.8586553732133404,5400,,,,,,,,,,,,,
0.1116,0.02078973688185215,4.274509803921569e-07,2.885124404446797,5450,,,,,,,,,,,,,
0.0867,0.15038320422172546,3.294117647058824e-07,2.911593435680254,5500,,,,,,,,,,,,,
0.0606,0.0353429801762104,2.3137254901960785e-07,2.9380624669137108,5550,,,,,,,,,,,,,
0.1317,1.0848027467727661,1.3333333333333336e-07,2.964531498147168,5600,,,,,,,,,,,,,
0.108,0.7556429505348206,3.529411764705883e-08,2.9910005293806248,5650,,,,,,,,,,,,,
,,,3.0,5667,0.6955187916755676,0.8646907216494846,0.8652271522207556,0.8614668088878832,0.8629008074292163,8.964,519.412,32.463,,,,,
,,,3.0,5667,,,,,,,,,694.25,130.57,8.163,4.223885711147827e+16,0.20281938770702113
,,,3.0,5667,0.4712076187133789,0.8868127147766323,0.8860010748772135,0.8855892714785176,0.8857880952929538,9.087,512.381,32.024,,,,,
,,,3.0,5667,0.526823878288269,0.8765432098765432,0.8753364412690782,0.8755362268555027,0.8754345820916702,8.6266,497.646,31.183,,,,,
